Unnamed: 0,Unnamed: 0.1,AB,TI,SO_x,DT,year,PM,methods,MNCS_x,methods2,SO_y,MNCS_y,KW,KW2
21,21,"The prevalence of cerebral microbleeds was evaluated in 246 patients using T2* and SWI. Microbleeds were detected in 21% by SWI vs. 17% by T2* imaging. SWI performed well with both thin and thick sections. Thus, SWI is better than T2* for this purpose and robust enough to permit comparison across studies. BACKGROUND AND PURPOSE: Cerebral microbleeds are thought to have potentially important clinical implications in dementia and stroke. However, the use of both T2* and SWI MR imaging sequences for microbleed detection has complicated the cross-comparison of study results. We aimed to determine the impact of microbleed sequences on microbleed detection and associated clinical parameters. MATERIALS AND METHODS: Patients from our memory clinic (n = 246; 53% female; mean age, 62) prospectively underwent 3T MR imaging, with conventional thick-section T2*, thick-section SWI, and conventional thin-section SWI. Microbleeds were assessed separately on thick-section SWI, thin-section SWI, and T2* by 3 raters, with varying neuroradiologic experience. Clinical and radiologic parameters from the dementia investigation were analyzed in association with the number of microbleeds in negative binomial regression analyses. RESULTS: Prevalence and number of microbleeds were higher on thick-/thin-section SWI (20/21%) compared with T2*(17%). There was no difference in microbleed prevalence/number between thick- and thin-section SWI. Interrater agreement was excellent for all raters and sequences. Univariate comparisons of clinical parameters between patients with and without microbleeds yielded no difference across sequences. In the regression analysis, only minor differences in clinical associations with the number of microbleeds were noted across sequences. CONCLUSIONS: Due to the increased detection of microbleeds, we recommend SWI as the sequence of choice in microbleed detection. Microbleeds and their association with clinical parameters are robust to the effects of varying MR imaging sequences, suggesting that comparison of results across studies is possible, despite differing microbleed sequences.",SWI or T2*: Which MRI Sequence to Use in the Detection of Cerebral Microbleeds? The Karolinska Imaging Dementia Study,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2015,25698623,"['MRI', 'SWI']",2.064896755,SWI,AMERICAN JOURNAL OF NEURORADIOLOGY,2.064896755,"['disease', 'prevalence', 'topography']",dementia
22,22,"The aim of this study was to evaluate whether normal controls and human immunodeficiency virus (HIV) patients with and without planning deficits differ on white matter integrity. A total of 34 HIV-positive patients with planning deficits were compared with 13 HIV-positive patients without planning deficits and 19 gender-, age-, and education-matched control subjects. Diffusion tensor imaging (DTI) was performed along 30 noncolinear directions in a 1.5-T scanner. For tract-based spatial statistics analysis, a white matter skeleton was created, and a permutation-based inference with 5000 permutations with a threshold of p < 0.05 was used to identify abnormalities in fractional anisotropy (FA). The median, radial, and axial diffusivities were also projected onto the mean FA skeleton. Compared with controls, HIV-positive patients with planning deficits had decreased FA in bilateral anterior thalamic radiations, bilateral inferior fronto-occiptal fasciculi, genu and splenium of the corpus callosum, bilateral superior longitudinal fascicule, and bilateral uncinate fasciculi. Compared to HIV-positive patients without planning deficits, patients with planning deficits had decreased FA in bilateral anterior thalamic radiations, bilateral inferior fronto-occiptal fasciculi, genu of the corpus callosum, bilateral superior longitudinal fascicule, and right uncinate fascicule. DTI can detect extensive white matter abnormalities in the normal-appearing white matter of HIV-positive patients with planning deficits compared with controls and HIV-positive patients without planning deficits.",Diffusion tensor MR imaging of white matter integrity in HIV-positive patients with planning deficit,NEURORADIOLOGY,Article,2015,25604843,['DTI'],2.06185567,DTI,NEURORADIOLOGY,2.06185567,"['human immunodeficiency virus-associated', 'disorders', 'abnormalities', 'brain', 'human immunodeficiency virus', 'corpus-callosum', 'executive functions']",hiv
23,23,"BACKGROUND AND PURPOSE: Safety analyses in the French Observatory have shown that treatment of intracranial aneurysms by using flow disruption with the Woven EndoBridge Device (WEB) is safe, with low morbidity and no mortality. The objective of this study was to analyze treatment feasibility, complications, and safety results in patients treated with the Woven EndoBridge Device Dual-Layer (WEB DL) and Woven EndoBridge Device Single-Layer/Single-Layer Sphere (WEB SL/SLS) in the French Observatory. MATERIALS AND METHODS: Patients with bifurcation aneurysms were included in this prospective, multicenter good clinical practices study. A medical monitor independently analyzed procedural and clinical data. The study started with the WEB DL, and secondarily, the WEB SL/SLS was authorized in the study. RESULTS: Between November 2012 and January 2014, 10 French centers included 62 patients with 63 aneurysms. Thirty patients with 31 aneurysms were treated with the WEB DL, and 32 patients with 32 aneurysms, with the WEB SL/SLS. The percentage of anterior communicating artery aneurysms treated with WEB SL/SLS was significantly higher (37.5%) compared with WEB DL (12.9%) (P = .04). The WEB SL/SLS was more frequently used in aneurysms of <10 mm than the WEB DL (respectively, 96.9% and 67.7%; P = .002). Morbidity was similar in both groups (WEB DL, 3.3%; WEB SL/SLS, 3.1%), and mortality was 0.0% in both groups. CONCLUSIONS: This comparative study shows increased use of WEB treatment in ruptured, small, and anterior communicating artery aneurysms when using WEB SL/SLS. There was a trend toward fewer thromboembolic complications with the WEB SL/SLS. With both the WEB DL and WEB SL/SLS, the treatment was safe, with low morbidity and no mortality.","WEB Treatment of Intracranial Aneurysms: Feasibility, Complications, and 1-Month Safety Results with the WEB DL and WEB SL/SLS in the French Observatory",AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2015,25655876,['angiography'],1.887905605,angiography,AMERICAN JOURNAL OF NEURORADIOLOGY,1.887905605,"['coiling', 'endovascular treatment', 'stent', 'flow-disruption', 'device']",stenosis
24,24,"BACKGROUND AND PURPOSE: Endoluminal reconstruction with the Pipeline Embolization Device is an effective treatment option for select intracranial aneurysms. However, concerns for the patency of eloquent branch arteries covered by the Pipeline Embolization Device have been raised. We aimed to examine the patency of the anterior choroidal artery and clinical sequelae after ICA aneurysm treatment. MATERIALS AND METHODS: We prospectively analyzed all patients among our first 157 patients with ICA aneurysms treated by the Pipeline Embolization Device who required placement of at least 1 device across the ostium of the anterior choroidal artery. The primary outcome measure was angiographic patency of the anterior choroidal artery at last follow-up. Age, sex, type of aneurysm, neurologic examination data, number of Pipeline Embolization Devices used, relationship of the anterior choroidal artery to the aneurysm, and completeness of aneurysm occlusion on follow-up angiograms were also analyzed. RESULTS: Twenty-nine aneurysms requiring placement of at least 1 Pipeline Embolization Device (median = 1, range = 1-3) across the anterior choroidal artery ostium were identified. At angiographic follow-up (mean = 15.1 months; range = 12-39 months), the anterior choroidal artery remained patent, with antegrade flow in 28/29 aneurysms (96.5%), while 24/29 (82.7%) of the target aneurysms were angiographically occluded by 1-year follow-up angiography. Anterior choroidal artery occlusion, with retrograde reconstitution of the vessel, was noted in a single case. A significant correlation between the origin of the anterior choroidal artery from the aneurysm dome and failure of the aneurysms to occlude following treatment was found. CONCLUSIONS: After placement of 36 Pipeline Embolization Devices across 29 anterior choroidal arteries (median = 1 device, range = 1-3 devices), 1 of 29 anterior choroidal arteries was found occluded on angiographic follow-up. The vessel occlusion did not result in persistent clinical sequelae. Coverage of the anterior choroidal artery origin with the Pipeline Embolization Device, hence, may be considered reasonably safe when deemed necessary for aneurysm treatment.",Anterior Choroidal Artery Patency and Clinical Follow-Up after Coverage with the Pipeline Embolization Device,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2015,25572948,['Angiography'],1.828908555,Angiography,AMERICAN JOURNAL OF NEURORADIOLOGY,1.828908555,"['aneurysms', 'flow-disrupting device', 'branches', 'divertors', 'reconstruction']",aneurysms
25,25,"BACKGROUND AND PURPOSEThe posterior circulation Acute Stroke Prognosis Early CT Score (pc-APECTS) applied to CT angiography source images (CTA-SI) predicts the functional outcome of patients in the Basilar Artery International Cooperation Study (BASICS). We assessed the diagnostic and prognostic impact of pc-ASPECTS applied to perfusion CT (CTP) in the BASICS registry population. METHODSWe applied pc-ASPECTS to CTA-SI and cerebral blood flow (CBF), cerebral blood volume (CBV), and mean transit time (MTT) parameter maps of BASICS patients with CTA and CTP studies performed. Hypoattenuation on CTA-SI, relative reduction in CBV or CBF, or relative increase in MTT were rated as abnormal. RESULTSCTA and CTP were available in 27/592 BASICS patients (4.6%). The proportion of patients with any perfusion abnormality was highest for MTT (93%; 95% confidence interval [CI], 76%-99%), compared with 78% (58%-91%) for CTA-SI and CBF, and 46% (27%-67%) for CBV (P < .001). All 3 patients with a CBV pc-ASPECTS < 8 compared to 6/23 patients with a CBV pc-ASPECTS 8 had died at 1 month (RR 3.8; 95% CI, 1.9-7.6). CONCLUSIONCTP was performed in a minority of the BASICS registry population. Perfusion disturbances in the posterior circulation were most pronounced on MTT parameter maps. CBV pc-ASPECTS < 8 may indicate patients with high case fatality.",Diagnostic and Prognostic Impact of pc-ASPECTS Applied to Perfusion CT in the Basilar Artery International Cooperation Study,JOURNAL OF NEUROIMAGING,Article,2015,24942473,"['Angiography', 'CT', 'MRP']",1.87032419,Angiography,JOURNAL OF NEUROIMAGING,1.87032419,"['basilar artery occlusion', 'intraarterial', 'acute ischemic-stroke', 'angiography source images', 'ct perfusion', 'pc-aspects']",stroke
25,25,"BACKGROUND AND PURPOSEThe posterior circulation Acute Stroke Prognosis Early CT Score (pc-APECTS) applied to CT angiography source images (CTA-SI) predicts the functional outcome of patients in the Basilar Artery International Cooperation Study (BASICS). We assessed the diagnostic and prognostic impact of pc-ASPECTS applied to perfusion CT (CTP) in the BASICS registry population. METHODSWe applied pc-ASPECTS to CTA-SI and cerebral blood flow (CBF), cerebral blood volume (CBV), and mean transit time (MTT) parameter maps of BASICS patients with CTA and CTP studies performed. Hypoattenuation on CTA-SI, relative reduction in CBV or CBF, or relative increase in MTT were rated as abnormal. RESULTSCTA and CTP were available in 27/592 BASICS patients (4.6%). The proportion of patients with any perfusion abnormality was highest for MTT (93%; 95% confidence interval [CI], 76%-99%), compared with 78% (58%-91%) for CTA-SI and CBF, and 46% (27%-67%) for CBV (P < .001). All 3 patients with a CBV pc-ASPECTS < 8 compared to 6/23 patients with a CBV pc-ASPECTS 8 had died at 1 month (RR 3.8; 95% CI, 1.9-7.6). CONCLUSIONCTP was performed in a minority of the BASICS registry population. Perfusion disturbances in the posterior circulation were most pronounced on MTT parameter maps. CBV pc-ASPECTS < 8 may indicate patients with high case fatality.",Diagnostic and Prognostic Impact of pc-ASPECTS Applied to Perfusion CT in the Basilar Artery International Cooperation Study,JOURNAL OF NEUROIMAGING,Article,2015,24942473,"['Angiography', 'CT', 'MRP']",1.87032419,CT,JOURNAL OF NEUROIMAGING,1.87032419,"['basilar artery occlusion', 'intraarterial', 'acute ischemic-stroke', 'angiography source images', 'ct perfusion', 'pc-aspects']",stroke
25,25,"BACKGROUND AND PURPOSEThe posterior circulation Acute Stroke Prognosis Early CT Score (pc-APECTS) applied to CT angiography source images (CTA-SI) predicts the functional outcome of patients in the Basilar Artery International Cooperation Study (BASICS). We assessed the diagnostic and prognostic impact of pc-ASPECTS applied to perfusion CT (CTP) in the BASICS registry population. METHODSWe applied pc-ASPECTS to CTA-SI and cerebral blood flow (CBF), cerebral blood volume (CBV), and mean transit time (MTT) parameter maps of BASICS patients with CTA and CTP studies performed. Hypoattenuation on CTA-SI, relative reduction in CBV or CBF, or relative increase in MTT were rated as abnormal. RESULTSCTA and CTP were available in 27/592 BASICS patients (4.6%). The proportion of patients with any perfusion abnormality was highest for MTT (93%; 95% confidence interval [CI], 76%-99%), compared with 78% (58%-91%) for CTA-SI and CBF, and 46% (27%-67%) for CBV (P < .001). All 3 patients with a CBV pc-ASPECTS < 8 compared to 6/23 patients with a CBV pc-ASPECTS 8 had died at 1 month (RR 3.8; 95% CI, 1.9-7.6). CONCLUSIONCTP was performed in a minority of the BASICS registry population. Perfusion disturbances in the posterior circulation were most pronounced on MTT parameter maps. CBV pc-ASPECTS < 8 may indicate patients with high case fatality.",Diagnostic and Prognostic Impact of pc-ASPECTS Applied to Perfusion CT in the Basilar Artery International Cooperation Study,JOURNAL OF NEUROIMAGING,Article,2015,24942473,"['Angiography', 'CT', 'MRP']",1.87032419,MRP,JOURNAL OF NEUROIMAGING,1.87032419,"['basilar artery occlusion', 'intraarterial', 'acute ischemic-stroke', 'angiography source images', 'ct perfusion', 'pc-aspects']",stroke
26,26,"BACKGROUNDThe hemodynamic force of wall shear stress (WSS) has demonstrated a critical role in atherogenesis. PURPOSETo study the effect of age and gender on mean WSS (MWSS) values in major cerebral arteries. METHODThirteen cerebral arterial location sites in 301 healthy (157 M, 144 F; mean 4715 years; range 18-84 years old) were studied. Quantitative magnetic resonance angiography was used to obtain volume flow and diameter, and subsequently to calculate MWSS via the Hagen-Poiseuille equation. RESULTSMWSS decreased significantly with age in all vessels, declining from 9.5 to 5.7 dynes/cm(2) in the neck vessels and from 22.9 to 16.2 dynes/cm(2) in the intracranial vessels. MWSS is significantly higher in females than in males in all six neck vessels. The most significant drop in MWSS occurred between the age groups 48-57 and 58-67 (P < .05 for 12 vessels). CONCLUSIONThe overall decline in MWSS observed with age may be due to a decrease in flow. However, the marked drop in MWSS between the 48-57 and 58-67 age groups corresponded with an increase in diameter and systolic blood pressure rather than a significant drop in flow.",Wall Shear Stress in Major Cerebral Arteries as a Function of Age and Gender-A Study of 301 Healthy Volunteers,JOURNAL OF NEUROIMAGING,Article,2015,25039410,['Angiography'],2.618453865,Angiography,JOURNAL OF NEUROIMAGING,2.618453865,"['wall shear stress', 'cerebral arteries', 'blood-flow', 'common carotid-artery', 'in-vivo', 'magnetic resonance angiography', 'phase-contrast']",WSS
27,27,"In this preliminary study, 7T imaging was capable of identifying not only intracranial wall thickening but different plaque components such as foamy macrophages and collagen. Signal heterogeneity was typical of advanced atherosclerotic disease. BACKGROUND AND PURPOSE: Several studies have attempted to characterize intracranial atherosclerotic plaques by using MR imaging sequences. However, dedicated validation of these sequences with histology has not yet been performed. The current study assessed the ability of ultra-high-resolution 7T MR imaging sequences with different image contrast weightings to image plaque components, by using histology as criterion standard. MATERIALS AND METHODS: Five specimens of the circle of Wills were imaged at 7T with 0.11 x 0.11 mm in-plane-resolution proton attenuation-, T1-, T2-, and T2*-weighted sequences (through-plane resolution, 0.11-1 mm). Tissue samples from 13 fiducial-marked locations (per specimen) on MR imaging underwent histologic processing and atherosclerotic plaque classification. Reconstructed MR images were matched with histologic sections at corresponding locations. RESULTS: Forty-four samples were available for subsequent evaluation of agreement or disagreement between plaque components and image contrast differences. Of samples, 52.3% (n = 23) showed no image contrast heterogeneity; this group comprised solely no lesions or early lesions. Of samples, 25.0% (n = 11, mostly advanced lesions) showed good correlation between the spatial organization of MR imaging heterogeneities and plaque components. Areas of foamy macrophages were generally seen as proton attenuation-, T2-, and T2*- hypointense areas, while areas of increased collagen content showed more ambiguous signal intensities. Five samples showed image-contrast heterogeneity without corresponding plaque components on histology; 5 other samples showed contrast heterogeneity based on intima-media artifacts. CONCLUSIONS: MR imaging at 7T has the image contrast capable of identifying both focal intracranial vessel wall thickening and distinguishing areas of different signal intensities spatially corresponding to plaque components within more advanced atherosclerotic plaques.",Imaging the Intracranial Atherosclerotic Vessel Wall Using 7T MRI: Initial Comparison with Histopathology,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2015,25477359,"['MRH', 'MRI']",2.064896755,MRH,AMERICAN JOURNAL OF NEURORADIOLOGY,2.064896755,"['in-vivo accuracy', 'human carotid plaques', 'high-resolution mri']",atherosclerosis
27,27,"In this preliminary study, 7T imaging was capable of identifying not only intracranial wall thickening but different plaque components such as foamy macrophages and collagen. Signal heterogeneity was typical of advanced atherosclerotic disease. BACKGROUND AND PURPOSE: Several studies have attempted to characterize intracranial atherosclerotic plaques by using MR imaging sequences. However, dedicated validation of these sequences with histology has not yet been performed. The current study assessed the ability of ultra-high-resolution 7T MR imaging sequences with different image contrast weightings to image plaque components, by using histology as criterion standard. MATERIALS AND METHODS: Five specimens of the circle of Wills were imaged at 7T with 0.11 x 0.11 mm in-plane-resolution proton attenuation-, T1-, T2-, and T2*-weighted sequences (through-plane resolution, 0.11-1 mm). Tissue samples from 13 fiducial-marked locations (per specimen) on MR imaging underwent histologic processing and atherosclerotic plaque classification. Reconstructed MR images were matched with histologic sections at corresponding locations. RESULTS: Forty-four samples were available for subsequent evaluation of agreement or disagreement between plaque components and image contrast differences. Of samples, 52.3% (n = 23) showed no image contrast heterogeneity; this group comprised solely no lesions or early lesions. Of samples, 25.0% (n = 11, mostly advanced lesions) showed good correlation between the spatial organization of MR imaging heterogeneities and plaque components. Areas of foamy macrophages were generally seen as proton attenuation-, T2-, and T2*- hypointense areas, while areas of increased collagen content showed more ambiguous signal intensities. Five samples showed image-contrast heterogeneity without corresponding plaque components on histology; 5 other samples showed contrast heterogeneity based on intima-media artifacts. CONCLUSIONS: MR imaging at 7T has the image contrast capable of identifying both focal intracranial vessel wall thickening and distinguishing areas of different signal intensities spatially corresponding to plaque components within more advanced atherosclerotic plaques.",Imaging the Intracranial Atherosclerotic Vessel Wall Using 7T MRI: Initial Comparison with Histopathology,AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2015,25477359,"['MRH', 'MRI']",2.064896755,MRI,AMERICAN JOURNAL OF NEURORADIOLOGY,2.064896755,"['in-vivo accuracy', 'human carotid plaques', 'high-resolution mri']",atherosclerosis
28,28,"BACKGROUND AND PURPOSE: Flow-diverter technology has proved to be a safe and effective treatment for intracranial aneurysm based on the concept of flow diversion allowing parent artery and collateral preservation and aneurysm healing. We investigated the patency of covered side branches and flow modification within the parent artery following placement of the Pipeline Embolization Device in the treatment of intracranial aneurysms. MATERIALS AND METHODS: Sixty-six aneurysms in 59 patients were treated with 96 Pipeline Embolization Devices. We retrospectively reviewed imaging and clinical results during the postoperative period at 6 and 12 months to assess flow modification through the parent artery and side branches. Reperfusion syndrome was assessed by MR imaging and clinical evaluation. RESULTS: Slow flow was observed in 13 of 68 (19.1%) side branches covered by the Pipeline Embolization Device. It was reported in all cases of anterior cerebral artery coverage, in 3/5 cases of M2-MCA coverage, and in 5/34 (14.7%) cases of ophthalmic artery coverage. One territorial infarction was observed in a case of M2-MCA coverage, without arterial occlusion. One case of deep Sylvian infarct was reported in a case of coverage of MCA perforators. Two ophthalmic arteries (5.9%) were occluded, and 11 side branches (16.2%) were narrowed at 12 months' follow-up; patients remained asymptomatic. Parent vessel flow modification was responsible for 2 cases (3.4%) of reperfusion syndrome. Overall permanent morbidity and mortality rates were 5.2% and 6.9%, respectively. We did not report any permanent deficit or death in case of slow flow observed within side branches. CONCLUSIONS: After Pipeline Embolization Device placement, reperfusion syndrome was observed in 3.4%, and territorial infarction, in 3.4%. Delayed occlusion of ophthalmic arteries and delayed narrowing of arteries covered by the Pipeline Embolization Device were observed in 5.9% and 16.2%, respectively. No permanent morbidity or death was related to side branch coverage at midterm follow-up.","Extra-Aneurysmal Flow Modification Following Pipeline Embolization Device Implantation: Focus on Regional Branches, Perforators, and the Parent Vessel",AMERICAN JOURNAL OF NEURORADIOLOGY,Article,2015,25523592,['MRI'],1.946902655,MRI,AMERICAN JOURNAL OF NEURORADIOLOGY,1.946902655,"['intracranial aneurysms', 'cerebral hyperperfusion syndrome', 'disrupting']",aneurysms
29,29,"BACKGROUND AND PURPOSEAmygdala enlargement (AE) has been reported as an epileptogenic focus in subtypes of temporal lobe epilepsy (TLE). The purpose of this study was to investigate the clinical, morphological, and pathological characteristics of AE. METHODSWe retrospectively reviewed the clinical data and imaging findings of 23 TLE patients with ipsilateral AE. We performed morphological MR analyses using FreeSurfer and voxel-based morphometry (VBM) in 14 of the 23 patients and in 20 controls whose images were obtained by a 3.0-Tesla MRI. A pathological study was also performed in 2 patients who underwent operations. RESULTSAll patients became seizure free or shSowed dramatic improvement by medical therapy except for two. They received operations and their pathology revealed that both patients had cortical dysplasia in from the amygdala to the ipsilateral temporal pole. The FreeSurfer analysis showed a significant difference in the amygdala volumes between the affected and nonaffected sides. VBM revealed significant increases of gray matter volumes of the temporal pole on the side of AE in seven of the 14 patients with AE (50%). CONCLUSIONSCortical dysplasia may be one of the pathological diagnoses in AE, and in some patients it may extend to the temporal pole.",Temporal Lobe Epilepsy with Unilateral Amygdala Enlargement: Morphometric MR Analysis with Clinical and Pathological Study,JOURNAL OF NEUROIMAGING,Article,2015,24593820,['MRI'],2.119700748,MRI,JOURNAL OF NEUROIMAGING,2.119700748,"['cortical dysplasia', 'temporal pole', 'focal cortical dysplasia', 'amygdala enlargement', 'classification', 'voxel-based morphometry']",dysplasia
30,30,"PURPOSEWe tested the validity of a freely available segmentation pipeline to measure compartmental brain volumes from 3T MRI in patients with multiple sclerosis (MS). Our primary focus was methodological to explore the effect of segmentation corrections on the clinical relevance of the output metrics. METHODSThree-dimensional T1-weighted images were acquired to compare 61 MS patients to 30 age- and gender-matched normal controls (NC). We also tested the within patient MRI relationship to disability (eg, expanded disability status scale [EDSS] score) and cognition. Statistical parametric mapping v. 8 (SPM8)-derived gray matter (GMF), white matter (WMF), and total brain parenchyma fractions (BPF) were derived before and after correcting errors from T1 hypointense MS lesions and/or ineffective deep GM contouring. RESULTSMS patients had lower GMF and BPF as compared to NC (P<.05). Cognitively impaired patients had lower BPF than cognitively preserved patients (P<.05). BPF was related to EDSS; BPF and GMF were related to disease duration (all P<.05). Errors caused bias in GMFs and WMFs but had no discernable influence on BPFs or any MRI-clinical associations. CONCLUSIONSWe report the validity of a segmentation pipeline for the detection of MS-related brain atrophy with 3T MRI. Longitudinal studies are warranted to extend these results.",Quantification of Global Cerebral Atrophy in Multiple Sclerosis from 3T MRI Using SPM: The Role of Misclassification Errors,JOURNAL OF NEUROIMAGING,Article,2015,25523616,['MRI'],2.119700748,MRI,JOURNAL OF NEUROIMAGING,2.119700748,"['brain atrophy', 'gray', 'grey matter', 'lesions', 'multiple sclerosis', 'brain', 'mri', 'white matter', 'segmentation', 'voxel-based morphometry']",ms
31,31,"BACKGROUNDPosterior cortical atrophy (PCA) is a rare neurodegenerative syndrome with visuospatial deficits. PET studies have identified hypometabolism of the occipital cortex in PCA. There is, however, a huge overlap in clinical presentation and involvement of the occipital cortex between PCA, dementia with Lewy bodies (DLB), and Alzheimer's disease (AD). Syndrome-specific patterns of metabolism have not yet been demonstrated that allow for a reliable differentiation with [F-18]-FDG-PET. METHODSA total of 33 dementia patients (PCA n = 6, DLB n = 12, AD n = 15) who underwent [F-18]-FDG-PET imaging and a neuropsychological examination were retrospectively analyzed. Group comparisons of regional cerebral glucose metabolism were calculated with statistical parametric mapping. Extracted clusters were used to evaluate discrimination accuracy by logistic regression. RESULTSPCA patients showed a syndrome-specific area of hypometabolism in the right lateral temporooccipital cortex. DLB patients showed specific hypometabolism predominantly in the left occipital cortex. Logistic regression based on these two regions correctly separated patients with a sensitivity/specificity of 83/93% for PCA, 75/86% for DLB and 67/78% for AD. Overall accuracy was 73%. CONCLUSION[F-18]-FDG-PET could reveal syndrome-specific patterns of glucose metabolism in PCA and DLB. Accurate group discrimination in the differential diagnosis of dementia with visuospatial impairment is feasible.",Syndrome-Specific Patterns of Regional Cerebral Glucose Metabolism in Posterior Cortical Atrophy in Comparison to Dementia with Lewy Bodies and Alzheimer's Disease-A [F-18]-Fdg Pet Study,JOURNAL OF NEUROIMAGING,Article,2015,24593796,['PET'],2.369077307,PET,JOURNAL OF NEUROIMAGING,2.369077307,"['visual hallucinations', 'presentations', 'variant', ""alzheimer's"", 'positron emission tomog-raphy', 'hypometabolism', 'posterior cortical atrophy']",athrophy
32,32,"Studies with diffusion tensor imaging (DTI) analysis have produced conflicting information about the involvement of the cerebellar hemispheres in Parkinson's disease (PD). We, thus, used a new approach for the analysis of DTI parameters in order to ascertain the involvement of the cerebellum in PD. We performed a fiber tract-based analysis of cerebellar peduncles and cerebellar hemispheres in 16 healthy subjects and in 16 PD patients with more than 5 years duration of disease, using a 3T MRI scanner and a constrained spherical deconvolution (CSD) approach for tractographic reconstructions. In addition, we performed statistical analysis of DTI parameters and fractional anisotropy (FA) XYZ direction samplings. We found a statistically significant decrement of FA values in PD patients compared to controls (p < 0.05). In addition, extrapolating and analyzing FA XYZ direction samplings for each patient and each control, we found that this result was due to a stronger decrement of FA values along the Y axis (antero-posterior direction) (p < 0.01); FA changes along X and Z axes were not statistically significant (p > 0.05). We confirmed also no statistically significant differences of FA and apparent diffusion coefficient (ADC) for cerebellar peduncles in PD patients compared to healthy controls. The DTI-based cerebellar abnormalities in PD could constitute an advance in the knowledge of this disease. We demonstrated a statistically significant reduction of FA in cerebellar hemispheres of PD patients compared to healthy controls. Our work also demonstrated that the use of more sophisticated approaches in the DTI parameter analysis could potentially have a clinical relevance.",Diffusion tensor imaging parameters' changes of cerebellar hemispheres in Parkinson's disease,NEURORADIOLOGY,Article,2015,25479963,"['DTI', 'MRI']",2.164948454,DTI,NEURORADIOLOGY,2.164948454,"['spherical deconvolution', 'probabilistic tractography', 'mri', 'progressive supranuclear palsy', 'diffusion tensor imaging', 'white matter', ""parkinson's""]",parkinson
32,32,"Studies with diffusion tensor imaging (DTI) analysis have produced conflicting information about the involvement of the cerebellar hemispheres in Parkinson's disease (PD). We, thus, used a new approach for the analysis of DTI parameters in order to ascertain the involvement of the cerebellum in PD. We performed a fiber tract-based analysis of cerebellar peduncles and cerebellar hemispheres in 16 healthy subjects and in 16 PD patients with more than 5 years duration of disease, using a 3T MRI scanner and a constrained spherical deconvolution (CSD) approach for tractographic reconstructions. In addition, we performed statistical analysis of DTI parameters and fractional anisotropy (FA) XYZ direction samplings. We found a statistically significant decrement of FA values in PD patients compared to controls (p < 0.05). In addition, extrapolating and analyzing FA XYZ direction samplings for each patient and each control, we found that this result was due to a stronger decrement of FA values along the Y axis (antero-posterior direction) (p < 0.01); FA changes along X and Z axes were not statistically significant (p > 0.05). We confirmed also no statistically significant differences of FA and apparent diffusion coefficient (ADC) for cerebellar peduncles in PD patients compared to healthy controls. The DTI-based cerebellar abnormalities in PD could constitute an advance in the knowledge of this disease. We demonstrated a statistically significant reduction of FA in cerebellar hemispheres of PD patients compared to healthy controls. Our work also demonstrated that the use of more sophisticated approaches in the DTI parameter analysis could potentially have a clinical relevance.",Diffusion tensor imaging parameters' changes of cerebellar hemispheres in Parkinson's disease,NEURORADIOLOGY,Article,2015,25479963,"['DTI', 'MRI']",2.164948454,MRI,NEURORADIOLOGY,2.164948454,"['spherical deconvolution', 'probabilistic tractography', 'mri', 'progressive supranuclear palsy', 'diffusion tensor imaging', 'white matter', ""parkinson's""]",parkinson
